school,midcareer_pay,annual_cost,median_debt,total_cost,roi_debt_adjusted,earn_premium,break_even_years,sector
Bet Medrash Gadol Ateret Torah,,10700.0,,10700.0,,,,Private_nonprofit
Yeshiva Ohr Yisrael,,9400.0,,9400.0,,,,Private_nonprofit
Yeshiva Sholom Shachna,,10750.0,,10750.0,,,,Private_nonprofit
Bethlehem College & Seminary,,7144.0,,7144.0,,,,Private_nonprofit
Elmezzi Graduate School of Molecular Medicine,,,,,,,,Private_nonprofit
Theatre of Arts,,21940.0,7489.0,21940.0,,,,Private_forprofit
Westchester College of Nursing & Allied Health,,,,,,,,Private_forprofit
Treasure Coast Technical College,,,,,,,,Public
American College of Barbering,,,9399.0,,,,,Private_forprofit
Beth Medrash Meor Yitzchok,,12600.0,,12600.0,,,,Private_nonprofit
Mingo Extended Learning Center,,,,,,,,Public
San Ignacio University,,10405.0,,10405.0,,,,Private_forprofit
ZMS The Academy,,,3666.0,,,,,Private_forprofit
Valor Christian College,,9892.0,12270.0,9892.0,,,,Private_nonprofit
Bethany Global University,,20700.0,11598.0,20700.0,,,,Private_nonprofit
HVAC Technical Institute,,,6851.0,,,,,Private_forprofit
United International College,,10320.0,,10320.0,,,,Private_forprofit
San Francisco Film School,,,,,,,,Private_forprofit
Center for Ultrasound Research & Education,,,10000.0,,,,,Private_forprofit
Culinary Tech Center,,,6333.0,,,,,Private_forprofit
Randolph Technical Center,,,,,,,,Public
AMG School of Nursing,,,9942.0,,,,,Private_forprofit
Saint Michael College of Allied Health,,19405.0,15187.0,19405.0,,,,Private_forprofit
Presidio Graduate School,,,,,,,,Private_nonprofit
Sandra Academy of Salon Services,,,7910.0,,,,,Private_forprofit
California Jazz Conservatory,,23700.0,,23700.0,,,,Private_nonprofit
California Barber and Beauty College,,,,,,,,Private_forprofit
Laredo CHI Academy Beauty School,,,,,,,,Private_forprofit
Florida International Training Institute,,,3200.0,,,,,Private_forprofit
Gould's Academy,,,7767.0,,,,,Private_forprofit
Aviation Institute of Maintenance-Fremont,,16757.0,19500.0,16757.0,,,,Private_forprofit
Paul Mitchell the School-Tulsa,,,9822.0,,,,,Private_forprofit
PPG Technical College,,8620.0,,8620.0,,,,Private_forprofit
Academy of Professional Cosmetology,,,4750.0,,,,,Private_forprofit
Empire Beauty School-Northlake,24407.0,,7050.0,,,-14013.0,,Private_forprofit
Ross Medical Education Center-Huntsville,30060.0,,7504.0,,,-8360.0,,Private_forprofit
Ross Medical Education Center-Knoxville,30072.0,,5500.0,,,-8348.0,,Private_forprofit
Ross Medical Education Center-Muncie,29898.0,,7719.0,,,-8522.0,,Private_forprofit
Cortiva Institute-Arlington,29204.0,,7485.0,,,-9216.0,,Private_forprofit
Tulsa Welding School-Houston,41067.0,,6886.0,,,2647.0,,Private_forprofit
Pima Medical Institute-El Paso,38673.0,,9500.0,,,253.0,,Private_forprofit
Pima Medical Institute-Phoenix,,,5500.0,,,,,Private_forprofit
Kennesaw State University,57552.0,5786.0,14250.0,5786.0,6.4839267196681645,19132.0,1.04725067948986,Public
Entourage Institute of Beauty and Esthetics,,,7000.0,,,,,Private_forprofit
Eastern Suffolk BOCES,63394.0,,8550.0,,,24974.0,,Public
Eastern Suffolk BOCES,63394.0,,8550.0,,,24974.0,,Public
Milligan University,46641.0,39350.0,18800.0,39350.0,-0.2924777636594663,8221.0,7.073348741029072,Private_nonprofit
Chamberlain University-Nevada,92405.0,20462.0,16458.0,20462.0,2.7116117681556053,53985.0,0.6838936741687506,Private_forprofit
Chamberlain University-Michigan,92405.0,19686.0,16458.0,19686.0,2.8579193335365236,53985.0,0.6695193109197,Private_forprofit
Chamberlain University-New Jersey,92405.0,20462.0,16458.0,20462.0,2.7116117681556053,53985.0,0.6838936741687506,Private_forprofit
Paul Mitchell the School-Madison,29138.0,,9500.0,,,-9282.0,,Private_forprofit
The University of Tennessee Health Science Center,66318.0,,11250.0,,,27898.0,,Public
Unitech Training Academy-New Orleans,24707.0,,6859.0,,,-13713.0,,Private_forprofit
Wade Gordon Hairdressing Academy-Lubbock,,,7710.0,,,,,Private_forprofit
Protege Academy,19499.0,,9833.0,,,-18921.0,,Private_forprofit
Emory University-Oxford College,80137.0,60774.0,16750.0,60774.0,0.04299535985783394,41717.0,1.8583311359877268,Private_nonprofit
The Chicago School at Xavier University of Louisiana,56899.0,,10250.0,,,18479.0,,Private_nonprofit
Southern Regional Technical College,31293.0,3122.0,,3122.0,,-7127.0,,Public
Texas College of Cosmetology-Lubbock,21685.0,,5500.0,,,-16735.0,,Private_forprofit
Fortis College-Cuyahoga Falls,34509.0,14050.0,11501.0,14050.0,0.6375800711743772,-3911.0,,Private_forprofit
Jones Technical Institute,24576.0,15978.0,6333.0,15978.0,0.14175741644761547,-13844.0,,Private_nonprofit
Texas State Technical College,38916.0,7192.0,6334.0,7192.0,3.5303114571746383,496.0,27.27016129032258,Public
Aveda Institute Portland-Vancouver Campus,33003.0,,6211.0,,,-5417.0,,Private_forprofit
Arizona College of Nursing-Las Vegas,34657.0,22426.0,9500.0,22426.0,0.12177829305270668,-3763.0,,Private_forprofit
Florida Career College-Pembroke Pines,28928.0,,9365.0,,,-9492.0,,Private_forprofit
Florida Career College-West Palm Beach,28928.0,,9365.0,,,-9492.0,,Private_forprofit
Florida Career College-Hialeah,28928.0,,9365.0,,,-9492.0,,Private_forprofit
Florida Career College-Lauderdale Lakes,28928.0,,9365.0,,,-9492.0,,Private_forprofit
Florida Career College-Tampa,28928.0,,9365.0,,,-9492.0,,Private_forprofit
Florida Career College-Jacksonville,28928.0,,9365.0,,,-9492.0,,Private_forprofit
Florida Career College-Boynton Beach,28928.0,,9365.0,,,-9492.0,,Private_forprofit
Florida Career College-Margate,28928.0,,9365.0,,,-9492.0,,Private_forprofit
Florida Career College-Orlando,28928.0,,9365.0,,,-9492.0,,Private_forprofit
UEI College-Phoenix,31141.0,,9500.0,,,-7279.0,,Private_forprofit
Florida Career College-Houston,28928.0,,9365.0,,,-9492.0,,Private_forprofit
Aveda Institute-Madison,31723.0,,6333.0,,,-6697.0,,Private_forprofit
Husson University,45025.0,22194.0,21500.0,22194.0,0.05997116337748941,6605.0,6.6152914458743375,Private_nonprofit
Tricoci University of Beauty Culture-Elgin,35650.0,,7307.0,,,-2770.0,,Private_forprofit
Concorde Career College-Southaven,31599.0,,9500.0,,,-6821.0,,Private_forprofit
Universal Technical Institute-Southern California,52873.0,,11183.0,,,14453.0,,Private_forprofit
Northwest University-Center for Online and Extended Education,54914.0,14652.0,15000.0,14652.0,1.7241332241332241,16494.0,1.7977446344125136,Private_nonprofit
Celebrity Barber School,22002.0,,6333.0,,,-16418.0,,Private_forprofit
California Institute of Advanced Management,,,,,,,,Private_nonprofit
Academy of Interactive Entertainment,,24600.0,11803.0,24600.0,,,,Private_nonprofit
The Temple Annapolis-A Paul Mitchell Partner School,27891.0,,9833.0,,,-10529.0,,Private_forprofit
Yeshiva Zichron Aryeh,,9620.0,,9620.0,,,,Private_nonprofit
Butte County Regional Occupational Program,,,4155.0,,,,,Public
Arclabs,,,6944.0,,,,,Private_forprofit
Top of the Line Barber College,,,8549.0,,,,,Private_forprofit
Midfield Institute of Cosmetology,,,8649.0,,,,,Private_nonprofit
American Institute of Alternative Medicine,,,,,,,,Private_forprofit
Felbry College,,27504.0,9500.0,27504.0,,,,Private_forprofit
Regional Center for Border Health,,,,,,,,Private_nonprofit
Kentucky Horseshoeing School,,,8000.0,,,,,Private_forprofit
Image Maker Beauty Institute,,,9665.0,,,,,Private_forprofit
Dalton Institute of Esthetics and Cosmetology,,,6222.0,,,,,Private_forprofit
CAAN Academy of Nursing,,,9500.0,,,,,Private_nonprofit
Martinsburg College,,,,,,,,Private_forprofit
Alhambra Medical University,,,,,,,,Private_forprofit
Central Yeshiva Beth Joseph,,,,,,,,Private_nonprofit
Garden State Science and Technology Institute,,,7412.0,,,,,Private_forprofit
Barber Tech Academy,,,4750.0,,,,,Private_forprofit
Abraham Lincoln University,,10440.0,8984.0,10440.0,,,,Private_forprofit
Med College,,22330.0,17828.0,22330.0,,,,Private_forprofit
Sonoran Desert Institute,,12280.0,7786.0,12280.0,,,,Private_forprofit
Natural Images Beauty College,,,7917.0,,,,,Private_forprofit
Textures Institute of Cosmetology,,,6332.0,,,,,Private_forprofit
Williams Technical College,,,6333.0,,,,,Private_forprofit
PiBerry Institute,,,9500.0,,,,,Private_forprofit
Ea La Mar's Cosmetology & Barber College,,,5500.0,,,,,Private_forprofit
Regina Webb Academy,,,7448.0,,,,,Private_forprofit
DeHart Technical School,,,7052.0,,,,,Private_forprofit
Medical Career & Technical College,,,5500.0,,,,,Private_forprofit
Center for Neurosomatic Studies,,,,,,,,Private_forprofit
Focus Personal Training Institute,,,6333.0,,,,,Private_forprofit
Hair Academy School of Barbering & Beauty,,,9500.0,,,,,Private_forprofit
Fosbre Academy of Hair Design,,,10556.0,,,,,Private_forprofit
National Personal Training Institute,,,6333.0,,,,,Private_forprofit
Mission Beauty Institute,,,4750.0,,,,,Private_forprofit
Elim Bible Institute and College,,10480.0,9241.0,10480.0,,,,Private_nonprofit
Beth Medrash of Asbury Park,,12010.0,,12010.0,,,,Private_nonprofit
Hope College of Arts and Sciences,,,9500.0,,,,,Private_forprofit
Yeshiva Gedolah Shaarei Shmuel,,9720.0,,9720.0,,,,Private_nonprofit
Premier Barber Institute,,,9500.0,,,,,Private_forprofit
International Beauty Education Center,,,6333.0,,,,,Private_forprofit
Claremont Lincoln University,,,,,,,,Private_nonprofit
Phipps Academy of Barbering,,,6556.0,,,,,Private_forprofit
Hoss Lee Academy,,,6333.0,,,,,Private_forprofit
Indiana Wellness College,,,7389.0,,,,,Private_forprofit
Kenny's Academy of Barbering,,,9500.0,,,,,Private_forprofit
Seattle Film Institute,,33000.0,12063.0,33000.0,,,,Private_forprofit
Arkansas Colleges of Health Education,,,,,,,,Private_nonprofit
Burrell College of Osteopathic Medicine,,,,,,,,Private_forprofit
California College of Music,,18830.0,,18830.0,,,,Private_forprofit
California Health Sciences University,,,,,,,,Private_forprofit
Christian Culinary Academy,,,,,,,,Private_nonprofit
Glitz School of Cosmetology,,,7307.0,,,,,Private_forprofit
Indiana Wesleyan University-National & Global,59986.0,8216.0,14335.0,8216.0,4.556353456669912,21566.0,1.0456737457108412,Private_nonprofit
NationsUniversity,,,,,,,,Private_nonprofit
Northeast Lakeview College,,3412.0,5500.0,3412.0,,,,Public
Paul Mitchell the School-Jessup,35225.0,,6333.0,,,-3195.0,,Private_forprofit
John Patrick University of Health and Applied Sciences,,19520.0,18000.0,19520.0,,,,Private_forprofit
University of Saint Katherine,,28800.0,15000.0,28800.0,,,,Private_nonprofit
Teachers College of San Joaquin,,,,,,,,Public
U.S. Truck Driver Training School,,,6354.0,,,,,Private_forprofit
University of the People,,1200.0,,1200.0,,,,Private_nonprofit
South Dade Technical College-South Dade Skills Center Campus,,,,,,,,Public
Wongu University of Oriental Medicine,,,,,,,,Private_nonprofit
Alabama School of Nail Technology & Cosmetology,,,16500.0,,,,,Private_forprofit
Tulsa Technology Center,41793.0,,,,,3373.0,,Public
Ross Medical Education Center-Elyria,30481.0,,8481.0,,,-7939.0,,Private_forprofit
Ross Medical Education Center-Lafayette,33079.0,,9389.0,,,-5341.0,,Private_forprofit
Ross Medical Education Center-Midland,29898.0,,7719.0,,,-8522.0,,Private_forprofit
Paul Mitchell the School-Clear Lake,27384.0,,9500.0,,,-11036.0,,Private_forprofit
Paul Mitchell the School-Nampa,25719.0,,9500.0,,,-12701.0,,Private_forprofit
Academy of Beauty Professionals,25117.0,,6333.0,,,-13303.0,,Private_forprofit
Academy of Beauty Professionals,25117.0,,6333.0,,,-13303.0,,Private_forprofit
Academy of Beauty Professionals,25117.0,,6333.0,,,-13303.0,,Private_forprofit
Kenneth Shuler School of Cosmetology-Goose Creek,25088.0,,5775.0,,,-13332.0,,Private_forprofit
Clovis Community College,,1334.0,3500.0,1334.0,,,,Public
Boca Beauty Academy-Parkland,,,5848.0,,,,,Private_forprofit
American Beauty Academy-West Valley Campus,20236.0,,5651.0,,,-18184.0,,Private_forprofit
Caribbean Aviation Training Institute Inc,,15480.0,,15480.0,,,,Private_forprofit
The College of Health Care Professions-McAllen Campus,33070.0,,9473.0,,,-5350.0,,Private_forprofit
Institute of Buddhist Studies,,,,,,,,Private_nonprofit
Chamberlain University-North Carolina,92405.0,19686.0,16458.0,19686.0,2.8579193335365236,53985.0,0.6695193109197,Private_forprofit
Chamberlain University-California,92405.0,20462.0,16458.0,20462.0,2.7116117681556053,53985.0,0.6838936741687506,Private_forprofit
Spartan College of Aeronautics and Technology,61575.0,,20000.0,,,23155.0,,Private_forprofit
Purdue University Global,36596.0,10110.0,11648.0,10110.0,1.4676557863501483,-1824.0,,Public
Pima Medical Institute-Dillon,30917.0,,5250.0,,,-7503.0,,Private_forprofit
Arthur's Beauty College,21470.0,,9500.0,,,-16950.0,,Private_forprofit
West Coast University-Center for Graduate Studies,102672.0,,24145.0,,,64252.0,,Private_forprofit
Carolina University,32864.0,16000.0,11005.0,16000.0,0.3661875,-5556.0,,Private_nonprofit
National Personal Training Institute-Tampa,,,6333.0,,,,,Private_forprofit
Presbyterian Theological Seminary in America,,8839.0,,8839.0,,,,Private_nonprofit
HCI College,,20028.0,18312.0,20028.0,,,,Private_forprofit
America Evangelical University,,6200.0,,6200.0,,,,Private_nonprofit
Gadsden Technical College,,,,,,,,Public
Virginia University of Integrative Medicine,,,,,,,,Private_nonprofit
Nashville Film Institute,,,5500.0,,,,,Private_forprofit
Los Angeles Academy of Figurative Art,,31618.0,,31618.0,,,,Private_forprofit
Westcliff University,,21000.0,7500.0,21000.0,,,,Private_forprofit
World Class Academy of Beauty Careers,,,7654.0,,,,,Private_forprofit
Allied Health Careers Institute,,,2728.0,,,,,Private_forprofit
Sacramento Ultrasound Institute,,,14750.0,,,,,Private_forprofit
Regan Career Institute,,,5029.0,,,,,Private_forprofit
Bolivar Technical College,,27125.0,11000.0,27125.0,,,,Private_nonprofit
MAK Beauty Institute,,,5501.0,,,,,Private_forprofit
Reformed University,,5360.0,,5360.0,,,,Private_nonprofit
Mobile Technical Training,,,6365.0,,,,,Private_forprofit
American Barber and Beauty Academy,,,8028.0,,,,,Private_forprofit
Master's Barber & Styling College,,,9500.0,,,,,Private_forprofit
Yeshiva Shaar Ephraim,,16975.0,,16975.0,,,,Private_nonprofit
California Institute of Arts & Technology,,15390.0,4750.0,15390.0,,,,Private_forprofit
Elite Cosmetology Barber & Spa Academy,,,5500.0,,,,,Private_forprofit
Cutting Edge Academy,,,8444.0,,,,,Private_forprofit
Yeshiva Bais Aharon,,10350.0,,10350.0,,,,Private_nonprofit
Mechon L'hoyroa,,11800.0,,11800.0,,,,Private_nonprofit
Elyon College,,14620.0,,14620.0,,,,Private_nonprofit
Western Michigan University Homer Stryker M.D. School of Medicine,,,,,,,,Private_nonprofit
Harmony Health Care Institute,,,12264.0,,,,,Private_forprofit
American Beauty Schools,,,3500.0,,,,,Private_forprofit
Hogan Institute of Cosmetology and Esthetics,,,9833.0,,,,,Private_forprofit
J's Barber College,,,13250.0,,,,,Private_forprofit
Ann Webb Skin Institute,,,7917.0,,,,,Private_forprofit
Apex Academy Hair Skin Nails School of Cosmetology,,,,,,,,Private_forprofit
The Esthetic Institute,,,6333.0,,,,,Private_forprofit
Massage Institute of Memphis,,,7391.0,,,,,Private_forprofit
Metro Detroit Barber College,,,,,,,,Private_nonprofit
Digital Media Institute,,,5500.0,,,,,Private_nonprofit
Yeshiva Ohr Naftoli,,10550.0,,10550.0,,,,Private_nonprofit
Bais Medrash Mayan Hatorah,,12000.0,,12000.0,,,,Private_nonprofit
Allgood Beauty Institute,,,7891.0,,,,,Private_forprofit
Ray J's College of Hair,,,9833.0,,,,,Private_forprofit
Manuel and Theresa's School of Hair Design,,,6692.0,,,,,Private_forprofit
Cincinnati School of Barbering & Hair Design,,,,,,,,Private_forprofit
L Makeup Institute,,,6702.0,,,,,Private_forprofit
Peloton College,33559.0,,9500.0,,,-4861.0,,Private_forprofit
Northern Technical College,,,9500.0,,,,,Private_forprofit
Maine Media College,,,,,,,,Private_nonprofit
Purdue University Northwest,48318.0,8419.0,13031.0,8419.0,3.1913528922674903,9898.0,2.167104465548596,Public
Ross Medical Education Center-Portage,30060.0,,7504.0,,,-8360.0,,Private_forprofit
Ross College-Canton,29898.0,,7719.0,,,-8522.0,,Private_forprofit
Ross College-Grand Rapids North,30072.0,,5500.0,,,-8348.0,,Private_forprofit
American Institute-Somerset,28710.0,,9304.0,,,-9710.0,,Private_forprofit
Platt College-Anaheim,40669.0,14804.0,15215.0,14804.0,0.7194001621183463,2249.0,13.347710093374832,Private_forprofit
Advantage Career Institute,,,4856.0,,,,,Private_forprofit
Bull City Durham Beauty and Barber College,,,9500.0,,,,,Private_forprofit
Fortis College-Cutler Bay,34726.0,13171.0,12949.0,13171.0,0.6534052084124212,-3694.0,,Private_forprofit
Yeshiva Kollel Tifereth Elizer,,12300.0,,12300.0,,,,Private_nonprofit
Strand Institute of Beauty & Esthetics,,,7859.0,,,,,Private_forprofit
Arkansas Welding Academy,,,5500.0,,,,,Private_forprofit
Unitech Training Academy-Baton Rouge,24707.0,,6859.0,,,-13713.0,,Private_forprofit
Empire Beauty School-Tampa,23921.0,,7851.0,,,-14499.0,,Private_forprofit
Empire Beauty School-Lakeland,23589.0,,6333.0,,,-14831.0,,Private_forprofit
Galen College of Nursing-ARH,61480.0,15860.0,16500.0,15860.0,1.8360655737704918,23060.0,1.4032957502168257,Private_forprofit
The Chicago School at San Diego,56899.0,20844.0,10250.0,20844.0,1.2380061408558818,18479.0,1.68266681097462,Private_nonprofit
Commercial Divers International,,,6946.0,,,,,Private_forprofit
Tricoci University of Beauty Culture-Janesville,23149.0,,8175.0,,,-15271.0,,Private_forprofit
Unlimited Cosmetology School,,,,,,,,Private_forprofit
Johnny Matthew's Hairdressing Training School,,,8297.0,,,,,Private_forprofit
The Culinary School of Fort Worth,,,5500.0,,,,,Private_forprofit
Centralia Beauty College,,,5125.0,,,,,Private_forprofit
University of Wisconsin-Milwaukee Flex,54990.0,,15250.0,,,16570.0,,Public
University of Wisconsin-Parkside Flex,51129.0,,14000.0,,,12709.0,,Public
Miller-Motte College-STVT-Arlington,31102.0,,10661.0,,,-7318.0,,Private_forprofit
Bnos Zion Of Bobov Seminary,,9450.0,,9450.0,,,,Private_nonprofit
ABC Adult School,,,,,,,,Public
Polytech Adult Education,,,,,,,,Public
California Institute of Medical Science,,,5388.0,,,,,Private_forprofit
Union Bible College,,6230.0,,6230.0,,,,Private_nonprofit
Pets Playground Grooming School,,,,,,,,Private_forprofit
San Bernardino Beauty College,,,9500.0,,,,,Private_forprofit
Christina and Company Education Center,,,,,,,,Private_forprofit
Institute of Medical Ultrasound,,31052.0,12000.0,31052.0,,,,Private_forprofit
Mystros Barber Academy,,,7959.0,,,,,Private_nonprofit
European Medical School of Massage,,,4278.0,,,,,Private_forprofit
Yeshiva Gedolah Tiferes Boruch,,9850.0,,9850.0,,,,Private_nonprofit
Yeshiva Chemdas Hatorah,,12150.0,,12150.0,,,,Private_nonprofit
Women's Institute of Torah Seminary and College,,9300.0,,9300.0,,,,Private_nonprofit
Yeshiva Gedolah Keren Hatorah,,9950.0,,9950.0,,,,Private_nonprofit
ICOHS College,,,6650.0,,,,,Private_nonprofit
Neo-Esthetique European Institute,,,,,,,,Private_forprofit
Lehigh Valley Barber School,,,9500.0,,,,,Private_forprofit
International Barber College,,,16500.0,,,,,Private_forprofit
Brown Beauty Barber School,,,9054.0,,,,,Private_forprofit
Rexburg College of Massage Therapy,,,4478.0,,,,,Private_forprofit
Yeshiva Gedolah of Cliffwood,,8550.0,,8550.0,,,,Private_nonprofit
Goshen School of Cosmetology,,,9500.0,,,,,Private_forprofit
IBS School of Cosmetology and Massage,,,,,,,,Private_forprofit
UR Beauty & Barber Academy,,,7667.0,,,,,Private_forprofit
Urban Barber College,,,9855.0,,,,,Private_forprofit
Yeshivas Emek Hatorah,,9750.0,,9750.0,,,,Private_nonprofit
Transitions Career Institute School of Nursing,,,9500.0,,,,,Private_forprofit
Wilton Simpson Technical College,,,,,,,,Public
Stacey James Institute,,,6333.0,,,,,Private_forprofit
Meridian University,,,,,,,,Private_forprofit
Seminary Bnos Chaim,,12600.0,,12600.0,,,,Private_nonprofit
Avenue Academy A Cosmetology Institute,,,6333.0,,,,,Private_forprofit
Salon Professional Academy of San Antonio,,,7917.0,,,,,Private_forprofit
Red Lake Nation College,,6640.0,,6640.0,,,,Public
Princess Institute of Beauty,,,6333.0,,,,,Private_forprofit
Vogue International Academy,,,,,,,,Private_forprofit
Independent Training & Apprenticeship Program,,,9500.0,,,,,Private_forprofit
Victory Career College,,,6332.0,,,,,Private_forprofit
Winonah's International School of Cosmetology,,,6500.0,,,,,Private_forprofit
Yeshiva Gedola Tiferes Yerachmiel,,9400.0,,9400.0,,,,Private_nonprofit
Southeastern Esthetics Institute,,,6333.0,,,,,Private_forprofit
Installer Institute,,,7500.0,,,,,Private_forprofit
Caris College,,,8708.0,,,,,Private_forprofit
Contra Costa Medical Career College,,,6333.0,,,,,Private_forprofit
Another Level Barbering and Cosmetology School,,,9500.0,,,,,Private_forprofit
The Salon Professional Academy-Georgetown,,,7511.0,,,,,Private_forprofit
Elite Academy of Hair Design,,,5500.0,,,,,Private_forprofit
Americare Technical School,,20500.0,,20500.0,,,,Private_forprofit
Champion Christian College,,10870.0,5500.0,10870.0,,,,Private_nonprofit
Chicago Professional Center,,,,,,,,Private_forprofit
D&S School of Cosmetology,,,,,,,,Private_forprofit
DSDT,,,5911.0,,,,,Private_forprofit
Elite Beauty College,,,,,,,,Private_forprofit
Reiss-Davis Graduate School,,,,,,,,Private_nonprofit
GoodFellas Barber College,,,9500.0,,,,,Private_forprofit
Escondido Adult School,,,,,,,,Public
Poway Adult School,,,,,,,,Public
Vista Adult School,,,,,,,,Public
The Salon Professional Academy-Delray Beach,16515.0,,6333.0,,,-21905.0,,Private_forprofit
No Grease Barber School,,,9500.0,,,,,Private_forprofit
Pima Medical Institute-San Marcos,38673.0,,9500.0,,,253.0,,Private_forprofit
EDP University of Puerto Rico-Villalba,22844.0,7050.0,10500.0,7050.0,0.7509219858156029,-15576.0,,Private_nonprofit
The Chicago School at Dallas,56899.0,20844.0,10250.0,20844.0,1.2380061408558818,18479.0,1.68266681097462,Private_nonprofit
American Massage & Bodywork Institute,,,7389.0,,,,,Private_forprofit
KCK Beauty & Barber Academy,,,9500.0,,,,,Private_forprofit
California College of Barbering and Cosmetology,,,6333.0,,,,,Private_forprofit
Texas Tech University Health Sciences Center-El Paso,,,12500.0,,,,,Public
Ponce Health Sciences University-Centro Universitario de San Juan,,,15500.0,,,,,Private_forprofit
The College of Health Care Professions-South San Antonio,33070.0,,9473.0,,,-5350.0,,Private_forprofit
Innovate Salon Academy,,,6333.0,,,,,Private_forprofit
Chamberlain University-Louisiana,92405.0,19686.0,16458.0,19686.0,2.8579193335365236,53985.0,0.6695193109197,Private_forprofit
Drury University-College of Continuing Professional Studies,40694.0,8044.0,13000.0,8044.0,2.442814520139234,2274.0,9.254177660510114,Private_nonprofit
Global Medical & Technical Training Institute,,,8234.0,,,,,Private_forprofit
Salon Success Academy-West Covina,26956.0,,7116.0,,,-11464.0,,Private_forprofit
Indiana Institute of Technology-College of Professional Studies,47327.0,9900.0,12564.0,9900.0,2.5114141414141415,8907.0,2.522061300101044,Private_nonprofit
Advantage Technical College,26905.0,,,,,-11515.0,,Private_forprofit
Institute of Culinary Education,47865.0,,3972.0,,,9445.0,,Private_forprofit
Universal Technical Institute-Bloomfield,51222.0,,11574.0,,,12802.0,,Private_forprofit
Gould's Academy,,,7767.0,,,,,Private_forprofit
Urban Academy of Beauty,33273.0,,7667.0,,,-5147.0,,Private_forprofit
WellSpring School of Allied Health-Springfield,29839.0,,7917.0,,,-8581.0,,Private_forprofit
Medical Career College of Northern California,,19576.0,,19576.0,,,,Private_forprofit
Premiere International College,,21125.0,,21125.0,,,,Private_forprofit
San Diego Global Knowledge University,,13774.0,,13774.0,,,,Private_forprofit
Global Tech College,,11675.0,,11675.0,,,,Private_forprofit
Crown Cutz Academy Bristol,,,5875.0,,,,,Private_forprofit
MCI,,,9500.0,,,,,Private_forprofit
Central Pennsylvania Diesel Institute,,,,,,,,Private_forprofit
Bellasa Professional Institute,,,,,,,,Private_forprofit
PMCA Pittsburgh Multicultural Cosmetology Academy,,,8100.0,,,,,Private_forprofit
Health and Technology Training Institute,,,,,,,,Private_nonprofit
Yeshiva of Ocean,,8600.0,,8600.0,,,,Private_nonprofit
Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,,21000.0,,21000.0,,,,Private_nonprofit
Young Americans College of the Performing Arts,,14030.0,,14030.0,,,,Private_nonprofit
Pro Beauty Academy,,,4750.0,,,,,Private_forprofit
South Eastern Beauty Academy,,,,,,,,Private_forprofit
Ohel Margulia Seminary,,9500.0,,9500.0,,,,Private_nonprofit
Montana Barber Institute,,,,,,,,Private_forprofit
Yeshivat Hechal Shemuel,,12380.0,,12380.0,,,,Private_nonprofit
Professional University Dr. Carlos J. Borrero Rios,,5760.0,,5760.0,,,,Private_forprofit
American Institute of Healthcare & Technology,,,4625.0,,,,,Private_forprofit
Premier Academy of Cosmetology,,,9500.0,,,,,Private_forprofit
Yeshiva Gedolah of Woodlake Village,,9030.0,,9030.0,,,,Private_nonprofit
Yeshiva Gedola Tiferes Yaakov Yitzchok,,13700.0,,13700.0,,,,Private_nonprofit
Houston Barber School,,,9500.0,,,,,Private_forprofit
Health-Tech Institute of Memphis,,,,,,,,Private_forprofit
MIXED Institute of Cosmetology & Barber,,,8435.0,,,,,Private_forprofit
Vski Cosmetology School,,,8750.0,,,,,Private_nonprofit
New York Seminary,,12750.0,,12750.0,,,,Private_nonprofit
Deluxe Barber College,,,5339.0,,,,,Private_forprofit
Falcon Institute of Health and Science,,27140.0,16670.0,27140.0,,,,Private_forprofit
College Unbound,,10488.0,7690.0,10488.0,,,,Private_nonprofit
Midwest Barber College,,,,,,,,Private_forprofit
A Better U Beauty Barber Academy,,,7834.0,,,,,Private_forprofit
SANS Technology Institute,,,,,,,,Private_forprofit
Tuana European Beauty Academy,,,,,,,,Private_forprofit
Idaho College of Osteopathic Medicine,,,,,,,,Private_forprofit
Cal Northern School of Law,,,,,,,,Private_forprofit
College of Athens,,9050.0,,9050.0,,,,Private_nonprofit
Southern Careers Institute-Waco,27035.0,,7389.0,,,-11385.0,,Private_forprofit
Elevate Salon Institute,28934.0,,6333.0,,,-9486.0,,Private_forprofit
Ponce Health Sciences University-St Louis,,,15500.0,,,,,Private_forprofit
Lil Lou's Beauty and Barber College-Hammond,,,9500.0,,,,,Private_forprofit
Arizona College of Nursing-Dallas,34657.0,23760.0,9500.0,23760.0,0.0587962962962963,-3763.0,,Private_forprofit
The Salon Professional Academy-Washington DC,20809.0,,6333.0,,,-17611.0,,Private_forprofit
Valley College-Cleveland,24900.0,,9418.0,,,-13520.0,,Private_forprofit
EDP University of Puerto Rico-Humacao,22844.0,7050.0,10500.0,7050.0,0.7509219858156029,-15576.0,,Private_nonprofit
EDP University of Puerto Rico-Manati,22844.0,7050.0,10500.0,7050.0,0.7509219858156029,-15576.0,,Private_nonprofit
UEI College-Sacramento,30848.0,,9433.0,,,-7572.0,,Private_forprofit
Fortis Institute-Cookeville,34509.0,14644.0,11501.0,14644.0,0.5711554220158427,-3911.0,,Private_forprofit
Derech Hachaim Seminary,,11000.0,,11000.0,,,,Private_nonprofit
Evvaylois Academy School of Beauty,,,,,,,,Private_nonprofit
Avenue Five Institute-South Austin Campus,30280.0,,7917.0,,,-8140.0,,Private_forprofit
